timestamp,rpm,speed,coolant_temp,intake_air_temp,throttle,engine_load,maf,map_kpa,ambient_temp,fuel_level,voltage,scenario
202.8,1756.5,59.9,36.0,32.3,18.6,21.5,1.2,42.7,27.4,85.0,13.63,cruise
203.0,1745.3,59.2,35.8,31.5,9.6,13.4,1.79,37.4,27.5,85.0,14.1,decel
203.2,1764.3,60.2,36.0,31.9,4.5,12.6,1.52,34.8,27.4,85.0,14.18,decel
203.4,1736.6,60.1,36.3,31.4,2.2,9.6,1.62,32.9,27.4,85.0,13.73,decel
203.6,1738.0,59.4,36.3,31.9,1.1,10.3,1.94,30.3,27.5,85.0,14.18,decel
203.8,1725.4,59.8,35.2,30.8,0.5,11.9,1.38,30.0,27.5,85.0,14.22,decel
204.0,1752.7,60.1,36.6,32.5,0,14.0,1.21,29.1,27.6,85.0,14.04,decel
204.2,1739.2,59.0,35.8,31.7,0.3,13.3,1.6,29.7,27.6,85.0,14.1,decel
204.4,1733.2,59.0,35.8,31.1,0.4,6.9,1.37,31.6,27.5,85.0,13.79,decel
204.6,1748.6,58.0,35.7,31.2,0,11.8,1.42,30.5,27.7,85.0,14.17,decel
204.8,1740.9,58.7,35.9,32.0,0.2,13.4,1.06,30.1,27.4,85.0,13.99,decel
205.0,1738.2,59.4,36.1,31.6,0.3,13.5,1.48,31.4,27.5,85.0,14.22,decel
205.2,1737.7,58.2,35.4,31.8,0.8,10.6,1.42,30.7,27.6,85.0,13.45,decel
205.4,1721.2,58.3,35.9,31.3,0,12.5,1.32,30.9,27.5,85.0,14.04,decel
205.6,1724.5,58.2,36.0,32.0,0.1,11.7,1.84,30.4,27.5,85.0,13.98,decel
205.8,1737.5,57.9,36.2,31.2,0,13.9,1.47,29.9,27.5,85.0,14.12,decel
206.0,1708.8,57.4,35.5,31.5,0.1,11.2,1.33,30.7,27.6,85.0,14.27,decel
206.2,1728.8,58.4,36.2,31.7,0.6,14.8,1.35,30.0,27.5,85.0,14.16,decel
206.4,1715.4,57.2,35.9,31.0,0,15.2,1.4,30.4,27.3,85.0,13.85,decel
206.6,1693.8,58.5,36.5,30.4,0,13.1,1.78,31.9,27.4,85.0,13.75,decel
206.8,1697.7,57.2,35.3,30.8,0,12.3,1.51,30.0,27.4,85.0,13.89,decel
207.0,1691.3,56.7,35.6,31.2,0.3,11.8,1.18,29.9,27.5,85.0,13.83,decel
207.2,1694.1,56.7,36.5,31.6,0.0,12.6,1.71,30.9,27.6,85.0,14.18,decel
207.4,1679.7,56.8,36.3,30.6,0.1,12.5,1.6,31.2,27.4,85.0,13.81,decel
207.6,1738.7,57.1,36.0,31.4,0,11.9,1.35,30.2,27.6,85.0,13.91,decel
207.8,1705.2,56.9,36.4,31.7,0.0,10.0,1.66,32.3,27.5,85.0,14.28,decel
208.0,1685.2,52.0,35.9,31.6,1.6,11.1,1.24,31.5,27.4,85.0,13.91,idle
208.2,1646.5,45.6,35.5,31.3,2.2,12.4,1.42,31.0,27.5,85.0,14.2,idle
208.4,1687.5,41.3,36.3,31.7,2.3,9.9,1.44,32.2,27.3,85.0,14.12,idle
208.6,1699.4,36.9,35.8,31.3,2.5,10.7,1.29,32.6,27.4,85.0,13.96,idle
208.8,1658.1,34.6,35.9,32.1,1.8,12.9,1.27,33.9,27.5,85.0,13.87,idle
209.0,1641.3,30.8,36.3,31.4,2.4,11.9,1.35,32.1,27.4,85.0,14.12,idle
209.2,1589.2,26.5,35.9,31.5,2.2,11.1,1.48,32.8,27.3,85.0,13.56,idle
209.4,1598.1,26.1,35.8,31.1,1.6,12.6,1.51,32.1,27.5,85.0,14.09,idle
209.6,1599.1,23.6,35.5,30.8,2.4,9.5,1.33,31.3,27.7,85.0,14.49,idle
209.8,1545.6,20.7,35.6,33.0,2.4,12.9,1.63,31.8,27.5,85.0,13.97,idle
210.0,1516.3,19.5,35.9,32.0,2.5,11.8,1.15,32.1,27.4,85.0,14.23,idle
210.2,1463.2,17.3,36.0,30.1,2.0,11.4,1.36,31.5,27.6,85.0,13.78,idle
210.4,1407.5,15.6,35.9,31.0,2.0,13.9,1.88,31.9,27.5,85.0,13.95,idle
210.6,1351.0,14.6,35.9,31.9,2.7,14.8,1.54,33.2,27.5,85.0,14.21,idle
210.8,1337.1,12.6,36.3,31.2,1.4,14.3,1.41,32.9,27.4,85.0,14.26,idle
211.0,1342.2,11.6,35.8,30.7,2.0,12.4,1.62,32.6,27.3,85.0,14.08,idle
211.2,1356.5,11.1,35.9,31.9,2.8,12.3,1.69,33.6,27.5,85.0,14.06,idle
211.4,1308.1,8.6,36.0,31.9,3.0,14.2,1.22,33.7,27.5,85.0,14.23,idle
211.6,1234.7,8.5,35.7,32.1,2.8,10.3,1.55,31.2,27.5,85.0,14.21,idle
211.8,1226.8,7.3,36.1,31.0,2.4,13.5,1.42,31.7,27.5,85.0,14.07,idle
212.0,1156.1,6.9,36.2,31.9,2.6,12.7,1.37,32.8,27.5,85.0,13.88,idle
212.2,1123.3,5.7,36.3,30.5,2.3,15.5,1.89,32.0,27.5,85.0,14.5,idle
212.4,1076.6,5.1,35.8,31.4,1.8,12.2,1.34,30.6,27.5,85.0,13.74,idle
212.6,1036.6,4.7,36.4,31.4,2.8,11.4,1.51,31.9,27.6,85.0,14.18,idle
212.8,980.0,5.7,36.8,32.2,2.6,9.3,1.28,31.4,27.7,85.0,14.3,idle
213.0,969.2,4.2,36.2,31.3,1.8,11.6,1.44,32.6,27.5,85.0,14.3,idle
213.2,941.3,3.9,36.2,32.2,2.6,13.5,1.95,31.8,27.6,85.0,13.58,idle
213.4,912.9,3.0,36.1,30.9,2.7,11.1,1.96,31.5,27.5,85.0,14.17,idle
213.6,894.5,2.5,36.1,31.1,2.0,15.2,0.88,30.9,27.4,85.0,13.78,idle
213.8,882.4,3.4,36.0,32.0,2.9,12.8,1.83,28.9,27.6,85.0,13.89,idle
214.0,848.4,2.2,36.3,31.6,2.8,10.2,1.63,30.2,27.5,85.0,13.67,idle
214.2,856.9,2.9,36.5,31.5,2.1,11.9,2.1,31.9,27.5,85.0,14.12,idle
214.4,859.4,2.0,36.5,31.0,2.8,10.5,1.39,30.4,27.4,85.0,14.11,idle
214.6,857.0,2.4,36.0,32.3,2.6,11.7,1.27,31.7,27.5,85.0,13.75,idle
214.8,809.5,2.2,36.2,30.5,2.9,12.9,1.63,28.8,27.4,85.0,14.13,idle
215.0,820.6,1.6,36.1,31.7,2.5,14.6,1.62,32.0,27.5,85.0,13.65,idle
215.2,779.5,1.4,36.3,31.6,2.4,10.4,0.92,32.6,27.3,85.0,14.26,idle
215.4,776.0,1.2,35.8,31.4,2.9,11.1,0.95,31.4,27.6,85.0,13.87,idle
215.6,802.5,1.9,35.6,30.9,2.2,12.0,1.9,31.4,27.5,85.0,14.35,idle
215.8,768.3,1.1,36.5,31.8,2.2,11.2,1.07,32.1,27.5,85.0,13.84,idle
216.0,784.0,1.4,36.0,30.6,3.3,12.6,1.54,32.7,27.4,85.0,14.14,idle
216.2,774.7,0.4,36.3,30.5,2.9,12.2,1.33,31.4,27.5,85.0,13.71,idle
216.4,777.9,1.1,36.2,31.3,2.4,10.5,1.73,31.5,27.3,85.0,14.21,idle
216.6,776.5,1.3,36.1,31.8,2.6,12.7,1.33,29.5,27.5,85.0,13.92,idle
216.8,797.3,0.5,36.3,31.5,2.2,10.3,1.48,29.4,27.5,85.0,14.34,idle
217.0,746.1,0.5,36.2,31.2,2.2,11.5,1.59,30.9,27.5,85.0,13.93,idle
217.2,761.1,0.4,35.9,31.2,2.5,10.9,1.39,33.8,27.5,85.0,13.92,idle
217.4,775.6,0.8,36.1,32.6,2.0,10.1,0.82,30.8,27.4,85.0,14.11,idle
217.6,739.7,0.4,36.4,31.7,2.4,10.9,1.17,32.0,27.6,85.0,14.11,idle
217.8,749.4,0.1,36.0,30.9,3.2,12.1,2.23,32.1,27.4,85.0,13.9,idle
218.0,760.5,0.7,36.5,31.7,2.9,11.1,1.31,33.6,27.7,85.0,14.16,idle
218.2,735.4,0,36.1,29.8,2.5,10.2,1.88,29.3,27.6,85.0,13.83,idle
218.4,770.2,0.3,35.9,31.3,3.1,12.1,1.14,30.9,27.5,85.0,14.02,idle
218.6,732.6,0,36.3,30.6,2.6,10.8,1.3,30.0,27.4,85.0,14.07,idle
218.8,743.0,0.6,37.0,32.2,1.7,13.1,1.52,32.4,27.4,85.0,13.9,idle
219.0,731.2,0.2,36.6,30.4,2.1,13.3,1.47,30.5,27.5,85.0,13.93,idle
219.2,750.1,0.0,36.0,31.7,2.2,11.4,1.32,32.4,27.5,85.0,14.0,idle
219.4,755.3,0,36.5,31.6,3.0,12.8,1.66,32.7,27.3,85.0,13.77,idle
219.6,735.3,0.1,36.1,30.2,2.3,11.9,1.89,31.1,27.5,85.0,14.35,idle
219.8,764.5,1.0,36.5,31.1,2.9,12.4,1.7,32.1,27.6,85.0,14.22,idle
220.0,755.2,0,36.0,30.7,2.4,14.4,1.5,31.9,27.6,85.0,13.88,idle
220.2,747.2,0.4,36.3,30.6,2.6,14.2,1.71,32.5,27.5,85.0,13.79,idle
220.4,767.1,0.7,36.0,32.1,2.7,12.1,1.26,31.8,27.6,85.0,14.16,idle
220.6,737.2,0.1,36.6,31.0,2.1,11.5,1.7,31.7,27.3,85.0,14.14,idle
220.8,772.3,0.3,36.3,31.2,2.3,10.2,1.46,33.5,27.4,85.0,14.1,idle
221.0,764.9,0.2,36.5,31.3,2.3,12.7,1.27,30.9,27.6,85.0,14.06,idle
221.2,765.1,0.7,35.9,31.5,2.4,11.2,2.09,31.9,27.5,85.0,13.92,idle
221.4,765.4,0,36.1,31.7,2.7,10.3,1.61,33.3,27.5,85.0,14.21,idle
221.6,741.1,0.6,36.3,31.7,2.2,10.3,1.71,30.6,27.4,85.0,13.87,idle
221.8,747.1,0.8,36.2,31.4,2.6,13.0,1.29,31.7,27.3,85.0,14.5,idle
222.0,736.9,0,36.3,31.5,2.0,10.7,1.04,32.0,27.5,85.0,13.98,idle
222.2,737.5,0,36.3,31.7,3.1,10.6,1.64,33.1,27.4,85.0,14.14,idle
222.4,742.8,0.2,36.7,31.7,2.9,14.5,1.11,32.4,27.6,85.0,14.17,idle
222.6,739.9,0,36.2,31.3,2.4,13.8,1.87,31.2,27.5,85.0,14.01,idle
222.8,750.3,0,36.6,31.0,2.6,14.0,1.09,31.6,27.4,85.0,14.06,idle
223.0,735.7,1.2,35.9,31.4,2.7,10.9,1.8,31.3,27.6,85.0,14.13,idle
223.2,735.4,0.3,37.0,31.8,3.0,11.6,1.78,30.9,27.6,85.0,13.66,idle
223.4,753.5,0,35.8,31.4,3.3,11.9,1.83,31.6,27.4,85.0,13.88,idle
223.6,741.2,0,36.2,31.5,2.3,10.2,1.56,32.9,27.7,85.0,14.05,idle
223.8,753.2,0,36.2,31.0,2.1,12.9,1.57,30.3,27.6,85.0,13.91,idle
224.0,757.9,0.7,36.5,32.6,36.2,28.0,1.31,54.3,27.5,85.0,13.98,accel
224.2,734.2,0.4,36.8,33.0,40.7,33.7,1.67,60.6,27.4,85.0,13.83,accel
224.4,772.8,0.3,36.6,32.3,51.8,41.3,1.43,66.7,27.5,85.0,13.92,accel
224.6,709.8,0,36.5,33.4,47.0,36.5,1.23,63.3,27.5,85.0,13.53,accel
224.8,754.3,0.3,36.6,32.9,53.9,40.6,1.4,67.0,27.5,85.0,14.17,accel
225.0,727.2,0,36.6,33.5,51.2,38.8,0.79,65.7,27.4,85.0,13.9,accel
225.2,771.1,0.6,35.8,33.2,54.0,41.9,1.35,68.4,27.6,85.0,14.12,accel
225.4,745.4,0.4,36.4,32.5,56.0,41.1,1.25,69.1,27.5,85.0,14.09,accel
225.6,738.4,0,35.9,33.7,67.3,49.7,1.48,76.5,27.7,85.0,13.98,accel
225.8,737.2,0,36.0,33.8,67.9,50.6,2.04,77.2,27.5,85.0,14.15,accel
226.0,715.0,0.3,35.8,34.7,64.9,50.1,1.25,74.5,27.5,85.0,13.86,accel
226.2,746.9,0,36.1,33.3,67.7,50.9,1.89,77.0,27.5,85.0,13.76,accel
226.4,738.6,0.3,36.9,32.8,58.2,44.0,1.42,72.2,27.5,85.0,14.07,accel
226.6,746.3,0.4,36.2,32.9,58.8,45.2,1.59,70.1,27.4,85.0,13.83,accel
226.8,754.4,0.2,36.3,33.0,51.1,38.8,1.92,66.2,27.5,85.0,13.9,accel
227.0,748.9,0,36.5,32.7,44.3,37.6,1.21,60.7,27.6,85.0,13.94,accel
227.2,771.9,0,36.9,33.2,53.3,41.2,1.55,67.6,27.3,85.0,13.92,accel
227.4,747.8,0,36.5,34.0,53.2,42.1,1.18,66.9,27.6,85.0,14.0,accel
227.6,733.5,0,36.7,33.3,54.7,41.8,1.34,69.1,27.4,85.0,13.77,accel
227.8,735.2,0.3,36.0,33.5,51.1,41.0,1.5,65.3,27.4,85.0,13.84,accel
228.0,747.5,0.4,36.5,33.5,56.8,44.1,2.13,70.8,27.4,85.0,13.9,accel
228.2,759.7,0,36.5,33.0,52.6,42.1,1.73,66.6,27.4,85.0,14.05,accel
228.4,760.5,0.6,36.3,32.8,46.0,34.1,1.28,61.4,27.4,85.0,13.95,accel
228.6,752.4,0.3,36.7,33.4,48.9,39.7,1.65,63.0,27.5,85.0,13.91,accel
228.8,733.1,0,36.5,32.7,52.2,39.8,1.43,66.0,27.4,85.0,13.91,accel
229.0,742.9,0,36.8,32.4,45.3,35.6,1.6,60.1,27.4,85.0,14.31,accel
229.2,755.2,0.3,36.6,33.6,44.0,34.5,1.98,60.4,27.5,85.0,14.05,accel
229.4,771.1,0.1,36.6,33.3,44.1,38.7,1.94,60.0,27.6,85.0,14.16,accel
229.6,744.5,0.3,36.8,32.1,48.8,38.9,1.61,64.4,27.7,85.0,14.06,accel
229.8,773.3,0.6,36.7,33.0,44.3,35.2,2.0,61.6,27.4,85.0,13.9,accel
230.0,714.9,0.8,36.1,34.1,49.3,37.8,1.4,64.7,27.4,85.0,13.98,accel
230.2,770.8,1.1,36.1,33.2,52.5,41.3,1.66,66.2,27.5,85.0,13.95,accel
230.4,768.0,0.3,36.2,34.5,61.5,43.8,1.92,74.3,27.6,85.0,14.08,accel
230.6,759.8,0.8,36.3,33.7,64.6,49.8,1.38,75.3,27.5,85.0,13.93,accel
230.8,757.5,0,36.6,32.8,58.7,44.2,1.54,70.6,27.5,85.0,14.07,accel
231.0,753.0,0.9,36.4,34.5,61.8,47.0,1.71,71.7,27.6,85.0,13.51,accel
231.2,743.9,0.7,37.0,34.3,57.6,43.6,1.51,70.0,27.4,85.0,13.97,accel
231.4,757.6,0.2,36.5,32.8,55.9,41.3,1.65,69.9,27.5,85.0,14.66,accel
231.6,748.1,1.1,36.2,34.6,59.2,45.4,1.53,71.6,27.5,85.0,13.81,accel
231.8,749.2,1.1,36.7,33.5,52.8,41.8,1.74,66.6,27.3,85.0,13.65,accel
232.0,743.9,4.4,36.9,32.2,47.2,35.1,1.31,65.1,27.5,85.0,14.3,cruise
232.2,749.8,8.8,36.2,33.9,41.8,31.4,1.54,58.8,27.3,85.0,13.76,cruise
232.4,765.3,10.5,37.1,32.3,37.8,30.8,1.42,57.6,27.5,85.0,14.02,cruise
232.6,809.9,13.5,36.9,32.8,35.3,28.5,1.89,55.3,27.4,85.0,13.97,cruise
232.8,843.6,16.1,36.5,32.3,34.2,29.7,1.09,54.4,27.3,85.0,14.19,cruise
233.0,907.2,18.7,37.4,32.3,31.2,28.7,2.0,51.7,27.3,85.0,13.81,cruise
233.2,939.3,20.0,36.2,32.2,31.2,25.8,1.53,51.1,27.5,85.0,13.94,cruise
233.4,945.8,22.4,36.7,32.6,31.0,26.9,1.67,51.0,27.6,85.0,13.77,cruise
233.6,997.3,24.3,36.3,32.4,28.5,23.5,1.64,50.1,27.4,85.0,13.78,cruise
233.8,1065.8,25.8,36.8,32.3,26.7,22.1,1.2,48.5,27.5,85.0,13.83,cruise
234.0,1133.1,26.9,36.4,32.7,25.8,26.0,1.15,46.9,27.4,85.0,14.35,cruise
234.2,1132.2,28.5,37.2,31.8,24.0,22.8,1.5,46.0,27.5,85.0,14.11,cruise
234.4,1224.6,29.4,36.8,32.2,24.0,23.5,1.16,47.6,27.4,85.0,14.01,cruise
234.6,1293.0,30.7,36.4,32.1,22.2,22.8,1.59,43.9,27.5,85.0,14.03,cruise
234.8,1277.2,30.9,36.5,31.8,22.5,23.2,1.37,44.9,27.5,85.0,14.2,cruise
235.0,1287.2,31.7,36.3,31.1,21.2,20.8,1.94,46.0,27.5,85.0,13.99,cruise
235.2,1282.1,32.5,36.9,32.0,21.5,23.8,2.35,45.4,27.4,85.0,13.95,cruise
235.4,1293.3,33.2,37.2,32.1,20.2,16.7,1.63,45.0,27.4,85.0,13.7,cruise
235.6,1311.4,34.1,37.0,30.9,20.6,22.1,1.1,45.8,27.5,85.0,14.26,cruise
235.8,1328.4,34.1,37.4,32.0,19.7,21.4,1.75,43.5,27.7,85.0,14.13,cruise
236.0,1338.0,34.7,36.4,32.4,19.2,18.8,1.74,45.1,27.6,85.0,14.21,cruise
236.2,1327.5,35.9,36.7,32.3,18.9,18.1,1.58,43.9,27.6,85.0,13.95,cruise
236.4,1363.5,35.5,36.8,31.5,20.3,21.1,1.24,43.2,27.3,85.0,14.16,cruise
236.6,1344.9,36.2,37.2,30.7,19.3,20.6,1.43,43.5,27.5,85.0,14.25,cruise
236.8,1405.0,36.2,36.5,31.8,19.0,19.8,1.66,42.3,27.4,85.0,13.82,cruise
237.0,1391.7,37.6,36.6,31.3,20.2,18.9,1.12,46.3,27.4,85.0,13.65,cruise
237.2,1409.1,37.9,37.1,32.3,19.3,19.9,2.2,44.3,27.5,85.0,13.99,cruise
237.4,1417.1,37.7,37.4,31.6,20.2,22.3,2.12,45.2,27.4,85.0,14.14,cruise
237.6,1465.5,37.4,36.9,31.9,19.2,18.0,1.96,45.1,27.6,85.0,13.91,cruise
237.8,1485.1,37.6,36.8,32.1,19.9,20.2,1.39,43.0,27.5,85.0,14.1,cruise
238.0,1466.2,39.1,36.7,32.1,20.2,24.3,1.66,43.5,27.5,85.0,14.09,cruise
238.2,1467.6,38.6,37.1,31.7,19.2,23.2,1.81,44.7,27.5,85.0,13.9,cruise
238.4,1506.6,38.3,36.9,32.1,19.2,18.8,2.08,43.3,27.5,85.0,13.77,cruise
238.6,1489.0,38.7,36.9,31.2,19.3,20.9,1.58,43.1,27.3,85.0,14.07,cruise
238.8,1501.1,38.3,36.8,33.3,20.4,22.8,1.6,45.4,27.5,85.0,13.88,cruise
239.0,1525.9,39.1,37.0,30.6,17.9,18.1,1.22,43.2,27.4,85.0,14.21,cruise
239.2,1527.2,39.6,37.0,31.7,19.2,21.0,1.5,43.7,27.5,85.0,13.83,cruise
239.4,1552.1,39.1,37.0,32.3,18.6,20.2,1.32,44.2,27.6,85.0,13.88,cruise
239.6,1529.9,39.9,37.4,31.1,18.8,17.7,1.74,42.5,27.4,85.0,14.23,cruise
239.8,1560.1,38.8,36.7,33.4,19.1,19.0,1.69,42.0,27.4,85.0,13.81,cruise
240.0,1567.1,39.9,36.9,32.0,18.8,20.1,2.1,43.3,27.5,85.0,13.78,cruise
240.2,1600.1,39.0,36.6,31.5,17.8,21.8,1.76,43.4,27.4,85.0,13.9,cruise
240.4,1589.4,39.8,37.3,31.5,17.4,20.5,1.68,42.9,27.4,85.0,14.02,cruise
240.6,1574.9,39.6,36.9,31.2,20.1,23.1,1.77,44.7,27.5,85.0,13.89,cruise
240.8,1577.6,38.9,36.8,32.5,20.1,22.9,1.93,45.6,27.4,85.0,14.69,cruise
241.0,1593.3,38.8,37.3,32.3,19.0,20.7,1.61,45.3,27.6,85.0,13.57,cruise
241.2,1562.1,39.3,36.7,33.2,19.0,18.6,0.9,43.7,27.3,85.0,13.97,cruise
241.4,1593.3,39.2,37.5,32.1,18.2,19.3,1.43,43.0,27.5,85.0,14.1,cruise
241.6,1590.6,39.8,37.1,31.8,17.9,21.7,1.84,43.0,27.5,85.0,14.01,cruise
241.8,1600.0,39.8,36.7,31.9,19.1,18.6,1.41,43.8,27.5,85.0,13.91,cruise
242.0,1595.6,39.8,37.0,32.7,18.1,21.7,1.58,42.5,27.6,85.0,14.18,cruise
242.2,1620.5,40.1,37.0,32.0,19.3,22.4,1.18,42.5,27.3,85.0,13.89,cruise
242.4,1599.6,39.0,37.2,32.2,18.4,22.4,1.09,42.8,27.5,85.0,13.78,cruise
242.6,1615.2,39.8,37.3,32.0,20.3,20.0,1.28,43.7,27.2,85.0,14.11,cruise
242.8,1612.1,40.1,37.7,32.5,19.9,20.1,1.27,45.1,27.4,85.0,14.25,cruise
243.0,1605.9,38.8,37.0,32.1,18.3,19.3,1.33,43.4,27.3,85.0,14.0,cruise
243.2,1600.4,40.1,36.9,31.6,17.4,21.3,1.78,43.9,27.6,85.0,13.85,cruise
243.4,1597.9,39.5,36.8,30.8,17.8,18.6,1.51,44.2,27.5,85.0,13.96,cruise
243.6,1621.4,39.9,36.8,32.6,17.7,19.7,1.62,42.5,27.6,85.0,14.11,cruise
243.8,1633.4,39.1,37.2,31.6,18.2,20.5,1.45,45.0,27.5,85.0,14.07,cruise
244.0,1626.1,39.8,37.3,31.3,17.3,20.1,1.28,42.2,27.4,85.0,13.8,cruise
244.2,1623.4,39.2,36.7,32.1,17.3,17.9,2.12,43.1,27.5,85.0,14.11,cruise
244.4,1592.3,39.4,37.0,31.6,18.5,20.5,1.6,42.5,27.6,85.0,13.94,cruise
244.6,1607.9,39.7,37.1,32.1,17.8,19.6,1.3,43.9,27.2,85.0,13.75,cruise
244.8,1638.7,39.7,37.1,33.5,18.5,22.2,1.48,43.6,27.4,85.0,14.27,cruise
245.0,1613.2,40.4,36.7,32.0,18.3,20.5,1.16,43.6,27.6,85.0,13.83,cruise
245.2,1620.3,40.1,37.4,32.2,18.3,21.2,1.17,43.6,27.5,85.0,14.01,cruise
245.4,1596.4,39.2,36.9,31.4,18.7,22.1,1.05,44.1,27.7,85.0,14.07,cruise
245.6,1649.0,40.1,37.0,32.0,17.6,19.0,1.74,43.8,27.6,85.0,13.88,cruise
245.8,1626.7,40.1,37.0,31.8,17.9,20.4,1.07,44.4,27.6,85.0,14.09,cruise
246.0,1639.2,40.6,37.5,31.8,17.8,21.6,1.45,42.4,27.5,85.0,13.91,cruise
246.2,1606.1,40.2,36.9,31.5,18.2,19.6,2.31,42.9,27.4,85.0,14.26,cruise
246.4,1608.6,40.3,37.3,32.8,18.8,23.3,1.67,44.4,27.6,85.0,14.24,cruise
246.6,1641.3,39.5,36.8,32.4,18.0,19.4,0.58,43.5,27.4,85.0,14.08,cruise
246.8,1661.6,40.4,37.3,31.2,18.1,21.7,1.55,43.2,27.4,85.0,13.92,cruise
247.0,1637.9,40.0,36.8,31.6,18.5,20.9,0.93,43.5,27.4,85.0,14.12,cruise
247.2,1626.2,39.4,37.0,32.7,16.3,19.5,1.21,42.6,27.4,85.0,14.1,cruise
247.4,1616.9,38.5,36.9,32.1,17.5,21.8,1.72,43.4,27.4,85.0,13.86,cruise
247.6,1607.5,40.6,37.3,32.6,18.6,20.8,1.35,44.0,27.5,85.0,14.06,cruise
247.8,1651.5,40.4,36.9,31.3,19.5,22.6,1.71,45.7,27.4,85.0,14.01,cruise
248.0,1668.7,40.1,36.8,32.6,18.6,20.9,1.13,41.7,27.6,85.0,14.07,cruise
248.2,1652.5,39.7,36.8,31.0,17.8,22.1,1.63,41.3,27.3,85.0,14.23,cruise
248.4,1623.7,39.2,36.9,31.1,18.5,22.8,1.53,43.1,27.4,85.0,13.74,cruise
248.6,1601.3,39.3,37.5,31.8,18.0,21.1,1.61,45.1,27.7,85.0,14.09,cruise
248.8,1634.6,40.1,36.4,32.2,19.4,22.9,1.67,45.5,27.6,85.0,13.9,cruise
249.0,1655.2,40.9,37.0,32.3,18.5,20.6,2.24,43.6,27.6,85.0,13.93,cruise
249.2,1606.9,40.2,37.5,32.4,18.1,19.3,1.76,44.2,27.6,85.0,14.22,cruise
249.4,1622.1,40.9,37.3,32.4,19.7,20.4,1.24,44.7,27.4,85.0,13.81,cruise
249.6,1618.5,39.6,37.2,31.3,17.5,20.7,1.85,41.6,27.4,85.0,14.13,cruise
249.8,1623.7,39.8,37.1,31.2,18.2,17.1,1.78,44.4,27.4,85.0,14.24,cruise
250.0,1622.1,40.4,37.2,32.1,20.4,22.3,1.62,44.9,27.4,85.0,13.99,cruise
250.2,1645.0,40.3,37.1,31.5,19.4,23.0,1.47,42.6,27.4,85.0,13.85,cruise
250.4,1597.1,40.3,37.1,31.7,18.4,23.8,1.68,43.4,27.4,85.0,14.02,cruise
250.6,1610.5,40.4,37.0,31.8,19.1,21.0,2.07,44.6,27.4,85.0,14.01,cruise
250.8,1619.0,40.0,37.3,31.8,17.3,20.2,0.91,42.8,27.4,85.0,13.87,cruise
251.0,1635.5,41.2,36.9,32.4,17.1,18.5,1.4,42.7,27.6,85.0,13.53,cruise
251.2,1620.6,40.2,37.3,31.7,17.8,21.1,1.56,42.1,27.2,85.0,14.15,cruise
251.4,1606.9,41.2,36.9,31.4,18.1,19.3,1.72,43.1,27.7,85.0,14.32,cruise
251.6,1637.3,39.9,36.9,32.1,18.0,19.7,1.19,43.3,27.7,85.0,14.03,cruise
251.8,1644.4,41.0,37.2,31.2,18.0,22.1,1.85,42.9,27.5,85.0,14.1,cruise
252.0,1648.5,39.3,37.1,31.7,9.2,16.4,1.77,37.1,27.5,85.0,14.3,decel
252.2,1632.7,40.6,37.2,31.9,4.7,11.4,1.49,35.5,27.6,85.0,13.82,decel
252.4,1621.1,39.5,37.2,31.3,2.9,12.4,1.2,32.0,27.4,85.0,14.26,decel
252.6,1631.2,39.8,37.3,31.7,1.3,14.3,1.72,31.8,27.6,85.0,13.81,decel
252.8,1624.2,39.4,37.2,31.1,0.4,11.6,0.81,31.1,27.6,85.0,13.77,decel
253.0,1654.4,39.9,37.0,31.1,0.6,10.0,1.76,30.2,27.5,85.0,14.14,decel
253.2,1620.7,39.3,37.2,30.8,0.1,12.9,1.85,29.5,27.5,85.0,13.99,decel
253.4,1606.7,38.2,37.0,32.0,0.5,8.9,1.46,30.3,27.6,85.0,13.83,decel
253.6,1586.0,38.9,37.4,32.3,0.1,11.4,0.63,29.3,27.5,85.0,14.18,decel
253.8,1636.8,39.8,37.6,31.3,0,11.1,0.9,28.6,27.4,85.0,14.04,decel
254.0,1603.3,38.7,37.5,31.4,0,11.4,1.19,29.9,27.2,85.0,14.12,decel
254.2,1595.8,38.0,38.0,31.6,0.1,12.5,2.49,31.4,27.7,85.0,13.87,decel
254.4,1626.9,38.0,37.6,31.3,0.1,12.4,1.07,31.5,27.5,85.0,13.87,decel
254.6,1596.4,38.3,36.9,30.8,0.2,11.7,1.8,31.4,27.5,85.0,13.95,decel
254.8,1581.1,38.2,37.1,31.4,0,11.5,1.76,31.0,27.5,85.0,14.26,decel
255.0,1585.1,38.1,36.9,30.7,0,11.0,1.53,31.8,27.5,85.0,13.74,decel
255.2,1560.4,37.7,37.2,31.4,0,12.9,1.62,30.3,27.7,85.0,13.96,decel
255.4,1588.9,38.9,36.9,32.3,0.6,11.3,1.47,29.3,27.4,85.0,13.9,decel
255.6,1556.2,37.4,37.1,31.3,0,11.9,1.78,31.1,27.4,85.0,13.94,decel
255.8,1582.6,36.5,37.4,32.1,0.2,14.4,1.4,29.9,27.6,85.0,14.22,decel
256.0,1536.5,37.0,37.4,31.6,0,10.6,1.87,30.2,27.6,85.0,13.83,decel
256.2,1545.7,37.2,37.0,30.8,0,10.8,1.41,30.6,27.4,85.0,14.06,decel
256.4,1538.3,37.0,37.8,30.8,0,13.4,1.95,29.9,27.4,85.0,14.22,decel
